,image,mask
11064,Dataset\Train\WithMask\Augmented_373_9690307.png,1
11065,Dataset\Train\WithMask\Augmented_374_1747794.png,1
11066,Dataset\Train\WithMask\Augmented_374_4792527.png,1
11067,Dataset\Train\WithMask\Augmented_374_6808659.png,1
11068,Dataset\Train\WithMask\Augmented_374_9716271.png,1
11069,Dataset\Train\WithMask\Augmented_375_1228686.png,1
11070,Dataset\Train\WithMask\Augmented_375_1355079.png,1
11071,Dataset\Train\WithMask\Augmented_375_4855613.png,1
11072,Dataset\Train\WithMask\Augmented_375_4983141.png,1
11073,Dataset\Train\WithMask\Augmented_375_7840417.png,1
11074,Dataset\Train\WithMask\Augmented_375_8099665.png,1
11075,Dataset\Train\WithMask\Augmented_376_1159350.png,1
11076,Dataset\Train\WithMask\Augmented_376_1391447.png,1
11077,Dataset\Train\WithMask\Augmented_376_1988390.png,1
11078,Dataset\Train\WithMask\Augmented_376_3031129.png,1
11079,Dataset\Train\WithMask\Augmented_376_4195717.png,1
11080,Dataset\Train\WithMask\Augmented_376_5622396.png,1
11081,Dataset\Train\WithMask\Augmented_377_1095603.png,1
11082,Dataset\Train\WithMask\Augmented_377_3108834.png,1
11083,Dataset\Train\WithMask\Augmented_377_5839873.png,1
11084,Dataset\Train\WithMask\Augmented_377_6681624.png,1
11085,Dataset\Train\WithMask\Augmented_377_7319943.png,1
11086,Dataset\Train\WithMask\Augmented_377_7487552.png,1
11087,Dataset\Train\WithMask\Augmented_378_1139981.png,1
11088,Dataset\Train\WithMask\Augmented_378_2096591.png,1
11089,Dataset\Train\WithMask\Augmented_378_4573478.png,1
11090,Dataset\Train\WithMask\Augmented_378_6069987.png,1
11091,Dataset\Train\WithMask\Augmented_378_7724626.png,1
11092,Dataset\Train\WithMask\Augmented_378_9415817.png,1
11093,Dataset\Train\WithMask\Augmented_379_2575622.png,1
11094,Dataset\Train\WithMask\Augmented_379_3160209.png,1
11095,Dataset\Train\WithMask\Augmented_379_3411292.png,1
11096,Dataset\Train\WithMask\Augmented_379_3595480.png,1
11097,Dataset\Train\WithMask\Augmented_379_6570355.png,1
11098,Dataset\Train\WithMask\Augmented_379_8915810.png,1
11099,Dataset\Train\WithMask\Augmented_37_2087060.png,1
11100,Dataset\Train\WithMask\Augmented_37_3084383.png,1
11101,Dataset\Train\WithMask\Augmented_37_4703326.png,1
11102,Dataset\Train\WithMask\Augmented_37_548435.png,1
11103,Dataset\Train\WithMask\Augmented_37_7639238.png,1
11104,Dataset\Train\WithMask\Augmented_37_8078290.png,1
11105,Dataset\Train\WithMask\Augmented_380_3240409.png,1
11106,Dataset\Train\WithMask\Augmented_380_334055.png,1
11107,Dataset\Train\WithMask\Augmented_380_3707901.png,1
11108,Dataset\Train\WithMask\Augmented_380_4658984.png,1
11109,Dataset\Train\WithMask\Augmented_380_8202198.png,1
11110,Dataset\Train\WithMask\Augmented_380_9185136.png,1
11111,Dataset\Train\WithMask\Augmented_381_201172.png,1
11112,Dataset\Train\WithMask\Augmented_381_2798975.png,1
11113,Dataset\Train\WithMask\Augmented_381_5571238.png,1
11114,Dataset\Train\WithMask\Augmented_381_7759569.png,1
11115,Dataset\Train\WithMask\Augmented_382_2711562.png,1
11116,Dataset\Train\WithMask\Augmented_382_384790.png,1
11117,Dataset\Train\WithMask\Augmented_382_6085267.png,1
11118,Dataset\Train\WithMask\Augmented_382_6451781.png,1
11119,Dataset\Train\WithMask\Augmented_382_7073426.png,1
11120,Dataset\Train\WithMask\Augmented_382_7082172.png,1
11121,Dataset\Train\WithMask\Augmented_383_2767216.png,1
11122,Dataset\Train\WithMask\Augmented_383_371630.png,1
11123,Dataset\Train\WithMask\Augmented_383_471483.png,1
11124,Dataset\Train\WithMask\Augmented_383_82335.png,1
11125,Dataset\Train\WithMask\Augmented_384_106321.png,1
11126,Dataset\Train\WithMask\Augmented_384_58849.png,1
11127,Dataset\Train\WithMask\Augmented_384_7663438.png,1
11128,Dataset\Train\WithMask\Augmented_384_9540754.png,1
11129,Dataset\Train\WithMask\Augmented_384_989507.png,1
11130,Dataset\Train\WithMask\Augmented_385_198218.png,1
11131,Dataset\Train\WithMask\Augmented_385_2435270.png,1
11132,Dataset\Train\WithMask\Augmented_385_4220660.png,1
11133,Dataset\Train\WithMask\Augmented_385_5871115.png,1
11134,Dataset\Train\WithMask\Augmented_385_5907059.png,1
11135,Dataset\Train\WithMask\Augmented_385_857823.png,1
11136,Dataset\Train\WithMask\Augmented_386_32845.png,1
11137,Dataset\Train\WithMask\Augmented_386_3694319.png,1
11138,Dataset\Train\WithMask\Augmented_386_7812853.png,1
11139,Dataset\Train\WithMask\Augmented_386_7869233.png,1
11140,Dataset\Train\WithMask\Augmented_386_9723067.png,1
11141,Dataset\Train\WithMask\Augmented_387_2702957.png,1
11142,Dataset\Train\WithMask\Augmented_387_3871601.png,1
11143,Dataset\Train\WithMask\Augmented_387_5699548.png,1
11144,Dataset\Train\WithMask\Augmented_387_8848829.png,1
11145,Dataset\Train\WithMask\Augmented_387_8859631.png,1
11146,Dataset\Train\WithMask\Augmented_388_4444198.png,1
11147,Dataset\Train\WithMask\Augmented_388_5448660.png,1
11148,Dataset\Train\WithMask\Augmented_388_6184533.png,1
11149,Dataset\Train\WithMask\Augmented_388_8494481.png,1
11150,Dataset\Train\WithMask\Augmented_389_4390703.png,1
11151,Dataset\Train\WithMask\Augmented_389_5352171.png,1
11152,Dataset\Train\WithMask\Augmented_389_8115503.png,1
11153,Dataset\Train\WithMask\Augmented_389_8168354.png,1
11154,Dataset\Train\WithMask\Augmented_389_9742842.png,1
11155,Dataset\Train\WithMask\Augmented_38_1030346.png,1
11156,Dataset\Train\WithMask\Augmented_38_3309463.png,1
11157,Dataset\Train\WithMask\Augmented_38_3965211.png,1
11158,Dataset\Train\WithMask\Augmented_38_4979159.png,1
11159,Dataset\Train\WithMask\Augmented_38_8211445.png,1
11160,Dataset\Train\WithMask\Augmented_390_2462021.png,1
11161,Dataset\Train\WithMask\Augmented_390_5767773.png,1
11162,Dataset\Train\WithMask\Augmented_390_7340457.png,1
11163,Dataset\Train\WithMask\Augmented_390_8078542.png,1
11164,Dataset\Train\WithMask\Augmented_390_9911246.png,1
11165,Dataset\Train\WithMask\Augmented_391_991293.png,1
11166,Dataset\Train\WithMask\Augmented_392_2015979.png,1
11167,Dataset\Train\WithMask\Augmented_392_4621366.png,1
11168,Dataset\Train\WithMask\Augmented_392_644120.png,1
11169,Dataset\Train\WithMask\Augmented_392_7068004.png,1
11170,Dataset\Train\WithMask\Augmented_393_117080.png,1
11171,Dataset\Train\WithMask\Augmented_393_5309833.png,1
11172,Dataset\Train\WithMask\Augmented_393_725019.png,1
11173,Dataset\Train\WithMask\Augmented_393_922136.png,1
11174,Dataset\Train\WithMask\Augmented_394_5424417.png,1
11175,Dataset\Train\WithMask\Augmented_394_673403.png,1
11176,Dataset\Train\WithMask\Augmented_394_9727846.png,1
11177,Dataset\Train\WithMask\Augmented_394_9948421.png,1
11178,Dataset\Train\WithMask\Augmented_395_3812542.png,1
11179,Dataset\Train\WithMask\Augmented_395_4676266.png,1
11180,Dataset\Train\WithMask\Augmented_395_5192019.png,1
11181,Dataset\Train\WithMask\Augmented_395_7340551.png,1
11182,Dataset\Train\WithMask\Augmented_395_7750901.png,1
11183,Dataset\Train\WithMask\Augmented_395_8938760.png,1
11184,Dataset\Train\WithMask\Augmented_396_3876777.png,1
11185,Dataset\Train\WithMask\Augmented_396_4614244.png,1
11186,Dataset\Train\WithMask\Augmented_396_4966845.png,1
11187,Dataset\Train\WithMask\Augmented_396_9108971.png,1
11188,Dataset\Train\WithMask\Augmented_396_9674495.png,1
11189,Dataset\Train\WithMask\Augmented_396_9875966.png,1
11190,Dataset\Train\WithMask\Augmented_397_1759793.png,1
11191,Dataset\Train\WithMask\Augmented_397_8884777.png,1
11192,Dataset\Train\WithMask\Augmented_397_9662698.png,1
11193,Dataset\Train\WithMask\Augmented_398_2709141.png,1
11194,Dataset\Train\WithMask\Augmented_398_3640446.png,1
11195,Dataset\Train\WithMask\Augmented_398_415430.png,1
11196,Dataset\Train\WithMask\Augmented_398_9670344.png,1
11197,Dataset\Train\WithMask\Augmented_399_3047413.png,1
11198,Dataset\Train\WithMask\Augmented_399_6601287.png,1
11199,Dataset\Train\WithMask\Augmented_399_7341861.png,1
11200,Dataset\Train\WithMask\Augmented_399_8498640.png,1
11201,Dataset\Train\WithMask\Augmented_399_8990769.png,1
11202,Dataset\Train\WithMask\Augmented_39_3530324.png,1
11203,Dataset\Train\WithMask\Augmented_39_4520340.png,1
11204,Dataset\Train\WithMask\Augmented_39_4749899.png,1
11205,Dataset\Train\WithMask\Augmented_39_5055941.png,1
11206,Dataset\Train\WithMask\Augmented_39_5743068.png,1
11207,Dataset\Train\WithMask\Augmented_39_8281469.png,1
11208,Dataset\Train\WithMask\Augmented_3_2175872.png,1
11209,Dataset\Train\WithMask\Augmented_3_2638664.png,1
11210,Dataset\Train\WithMask\Augmented_3_3870340.png,1
11211,Dataset\Train\WithMask\Augmented_3_7310181.png,1
11212,Dataset\Train\WithMask\Augmented_3_9803337.png,1
11213,Dataset\Train\WithMask\Augmented_400_4286769.png,1
11214,Dataset\Train\WithMask\Augmented_400_8703289.png,1
11215,Dataset\Train\WithMask\Augmented_400_8983564.png,1
11216,Dataset\Train\WithMask\Augmented_400_9317008.png,1
11217,Dataset\Train\WithMask\Augmented_401_1558991.png,1
11218,Dataset\Train\WithMask\Augmented_401_2234249.png,1
11219,Dataset\Train\WithMask\Augmented_401_3078439.png,1
11220,Dataset\Train\WithMask\Augmented_401_42777.png,1
11221,Dataset\Train\WithMask\Augmented_401_481800.png,1
11222,Dataset\Train\WithMask\Augmented_402_4435263.png,1
11223,Dataset\Train\WithMask\Augmented_402_4532772.png,1
11224,Dataset\Train\WithMask\Augmented_402_5982590.png,1
11225,Dataset\Train\WithMask\Augmented_402_7394899.png,1
11226,Dataset\Train\WithMask\Augmented_402_9366310.png,1
11227,Dataset\Train\WithMask\Augmented_403_2060528.png,1
11228,Dataset\Train\WithMask\Augmented_403_2276155.png,1
11229,Dataset\Train\WithMask\Augmented_403_744217.png,1
11230,Dataset\Train\WithMask\Augmented_403_8258254.png,1
11231,Dataset\Train\WithMask\Augmented_403_9395535.png,1
11232,Dataset\Train\WithMask\Augmented_403_973578.png,1
11233,Dataset\Train\WithMask\Augmented_404_1431125.png,1
11234,Dataset\Train\WithMask\Augmented_404_2926181.png,1
11235,Dataset\Train\WithMask\Augmented_404_3078872.png,1
11236,Dataset\Train\WithMask\Augmented_404_4612917.png,1
11237,Dataset\Train\WithMask\Augmented_404_8821414.png,1
11238,Dataset\Train\WithMask\Augmented_404_9978128.png,1
11239,Dataset\Train\WithMask\Augmented_405_1949541.png,1
11240,Dataset\Train\WithMask\Augmented_405_368325.png,1
11241,Dataset\Train\WithMask\Augmented_405_675025.png,1
11242,Dataset\Train\WithMask\Augmented_405_8058862.png,1
11243,Dataset\Train\WithMask\Augmented_405_9207822.png,1
11244,Dataset\Train\WithMask\Augmented_406_1700761.png,1
11245,Dataset\Train\WithMask\Augmented_406_6872906.png,1
11246,Dataset\Train\WithMask\Augmented_406_9114327.png,1
11247,Dataset\Train\WithMask\Augmented_406_996307.png,1
11248,Dataset\Train\WithMask\Augmented_407_4679682.png,1
11249,Dataset\Train\WithMask\Augmented_407_8691825.png,1
11250,Dataset\Train\WithMask\Augmented_407_8831158.png,1
11251,Dataset\Train\WithMask\Augmented_408_1844335.png,1
11252,Dataset\Train\WithMask\Augmented_408_2440673.png,1
11253,Dataset\Train\WithMask\Augmented_408_4387132.png,1
11254,Dataset\Train\WithMask\Augmented_408_5637128.png,1
11255,Dataset\Train\WithMask\Augmented_408_7166699.png,1
11256,Dataset\Train\WithMask\Augmented_409_329338.png,1
11257,Dataset\Train\WithMask\Augmented_409_5404563.png,1
11258,Dataset\Train\WithMask\Augmented_409_5867557.png,1
11259,Dataset\Train\WithMask\Augmented_409_6184604.png,1
11260,Dataset\Train\WithMask\Augmented_409_8424333.png,1
11261,Dataset\Train\WithMask\Augmented_409_9025621.png,1
11262,Dataset\Train\WithMask\Augmented_40_3894868.png,1
11263,Dataset\Train\WithMask\Augmented_40_4317989.png,1
11264,Dataset\Train\WithMask\Augmented_40_5980704.png,1
11265,Dataset\Train\WithMask\Augmented_40_9396189.png,1
11266,Dataset\Train\WithMask\Augmented_40_9517848.png,1
11267,Dataset\Train\WithMask\Augmented_410_1446214.png,1
11268,Dataset\Train\WithMask\Augmented_410_2972021.png,1
11269,Dataset\Train\WithMask\Augmented_410_5662215.png,1
11270,Dataset\Train\WithMask\Augmented_410_6168289.png,1
11271,Dataset\Train\WithMask\Augmented_410_7714560.png,1
11272,Dataset\Train\WithMask\Augmented_410_9274993.png,1
11273,Dataset\Train\WithMask\Augmented_411_223337.png,1
11274,Dataset\Train\WithMask\Augmented_411_3831891.png,1
11275,Dataset\Train\WithMask\Augmented_411_6571489.png,1
11276,Dataset\Train\WithMask\Augmented_411_7447298.png,1
11277,Dataset\Train\WithMask\Augmented_412_479653.png,1
11278,Dataset\Train\WithMask\Augmented_412_5704946.png,1
11279,Dataset\Train\WithMask\Augmented_412_8417249.png,1
11280,Dataset\Train\WithMask\Augmented_412_9429355.png,1
11281,Dataset\Train\WithMask\Augmented_412_9862823.png,1
11282,Dataset\Train\WithMask\Augmented_413_2030262.png,1
11283,Dataset\Train\WithMask\Augmented_413_2940651.png,1
11284,Dataset\Train\WithMask\Augmented_413_3141938.png,1
11285,Dataset\Train\WithMask\Augmented_413_358530.png,1
11286,Dataset\Train\WithMask\Augmented_413_4716901.png,1
11287,Dataset\Train\WithMask\Augmented_413_6406824.png,1
11288,Dataset\Train\WithMask\Augmented_414_1489933.png,1
11289,Dataset\Train\WithMask\Augmented_414_2626310.png,1
11290,Dataset\Train\WithMask\Augmented_414_3370141.png,1
11291,Dataset\Train\WithMask\Augmented_414_4285337.png,1
11292,Dataset\Train\WithMask\Augmented_414_4627969.png,1
11293,Dataset\Train\WithMask\Augmented_414_8978470.png,1
11294,Dataset\Train\WithMask\Augmented_415_1947495.png,1
11295,Dataset\Train\WithMask\Augmented_415_5688430.png,1
11296,Dataset\Train\WithMask\Augmented_415_7727516.png,1
11297,Dataset\Train\WithMask\Augmented_415_9041629.png,1
11298,Dataset\Train\WithMask\Augmented_416_2045295.png,1
11299,Dataset\Train\WithMask\Augmented_416_2312209.png,1
11300,Dataset\Train\WithMask\Augmented_416_6449933.png,1
11301,Dataset\Train\WithMask\Augmented_416_7121428.png,1
11302,Dataset\Train\WithMask\Augmented_416_8353756.png,1
11303,Dataset\Train\WithMask\Augmented_417_1171135.png,1
11304,Dataset\Train\WithMask\Augmented_417_1413749.png,1
11305,Dataset\Train\WithMask\Augmented_417_4583926.png,1
11306,Dataset\Train\WithMask\Augmented_417_6098967.png,1
11307,Dataset\Train\WithMask\Augmented_417_642739.png,1
11308,Dataset\Train\WithMask\Augmented_417_6990765.png,1
11309,Dataset\Train\WithMask\Augmented_418_116381.png,1
11310,Dataset\Train\WithMask\Augmented_418_7844233.png,1
11311,Dataset\Train\WithMask\Augmented_418_9307714.png,1
11312,Dataset\Train\WithMask\Augmented_418_9397160.png,1
11313,Dataset\Train\WithMask\Augmented_419_3687121.png,1
11314,Dataset\Train\WithMask\Augmented_419_4891395.png,1
11315,Dataset\Train\WithMask\Augmented_419_671870.png,1
11316,Dataset\Train\WithMask\Augmented_419_9009862.png,1
11317,Dataset\Train\WithMask\Augmented_419_9101562.png,1
11318,Dataset\Train\WithMask\Augmented_41_2178813.png,1
11319,Dataset\Train\WithMask\Augmented_41_4309071.png,1
11320,Dataset\Train\WithMask\Augmented_41_4899189.png,1
11321,Dataset\Train\WithMask\Augmented_41_665409.png,1
11322,Dataset\Train\WithMask\Augmented_41_805519.png,1
11323,Dataset\Train\WithMask\Augmented_41_845294.png,1
11324,Dataset\Train\WithMask\Augmented_420_1549099.png,1
11325,Dataset\Train\WithMask\Augmented_420_3454206.png,1
11326,Dataset\Train\WithMask\Augmented_420_3505553.png,1
11327,Dataset\Train\WithMask\Augmented_420_40633.png,1
11328,Dataset\Train\WithMask\Augmented_420_6270569.png,1
11329,Dataset\Train\WithMask\Augmented_420_6311957.png,1
11330,Dataset\Train\WithMask\Augmented_421_1718709.png,1
11331,Dataset\Train\WithMask\Augmented_421_4973067.png,1
11332,Dataset\Train\WithMask\Augmented_421_7398768.png,1
11333,Dataset\Train\WithMask\Augmented_421_7677921.png,1
11334,Dataset\Train\WithMask\Augmented_422_1862415.png,1
11335,Dataset\Train\WithMask\Augmented_422_3179715.png,1
11336,Dataset\Train\WithMask\Augmented_422_4872351.png,1
11337,Dataset\Train\WithMask\Augmented_422_5057628.png,1
11338,Dataset\Train\WithMask\Augmented_422_7011668.png,1
11339,Dataset\Train\WithMask\Augmented_423_3005137.png,1
11340,Dataset\Train\WithMask\Augmented_423_3536411.png,1
11341,Dataset\Train\WithMask\Augmented_423_7339911.png,1
11342,Dataset\Train\WithMask\Augmented_423_835530.png,1
11343,Dataset\Train\WithMask\Augmented_423_9741824.png,1
11344,Dataset\Train\WithMask\Augmented_424_2167257.png,1
11345,Dataset\Train\WithMask\Augmented_424_3056014.png,1
11346,Dataset\Train\WithMask\Augmented_424_3727549.png,1
11347,Dataset\Train\WithMask\Augmented_424_7077515.png,1
11348,Dataset\Train\WithMask\Augmented_424_773433.png,1
11349,Dataset\Train\WithMask\Augmented_425_1466897.png,1
11350,Dataset\Train\WithMask\Augmented_425_2633147.png,1
11351,Dataset\Train\WithMask\Augmented_425_3904724.png,1
11352,Dataset\Train\WithMask\Augmented_425_4484255.png,1
11353,Dataset\Train\WithMask\Augmented_425_8819536.png,1
11354,Dataset\Train\WithMask\Augmented_426_1066230.png,1
11355,Dataset\Train\WithMask\Augmented_426_1250464.png,1
11356,Dataset\Train\WithMask\Augmented_426_2804408.png,1
11357,Dataset\Train\WithMask\Augmented_426_2882127.png,1
11358,Dataset\Train\WithMask\Augmented_427_2678108.png,1
11359,Dataset\Train\WithMask\Augmented_427_5712845.png,1
11360,Dataset\Train\WithMask\Augmented_427_9839609.png,1
11361,Dataset\Train\WithMask\Augmented_428_1522730.png,1
11362,Dataset\Train\WithMask\Augmented_428_2917435.png,1
11363,Dataset\Train\WithMask\Augmented_428_7182948.png,1
11364,Dataset\Train\WithMask\Augmented_428_8494837.png,1
11365,Dataset\Train\WithMask\Augmented_428_9383301.png,1
11366,Dataset\Train\WithMask\Augmented_429_243488.png,1
11367,Dataset\Train\WithMask\Augmented_429_4407721.png,1
11368,Dataset\Train\WithMask\Augmented_429_5096652.png,1
11369,Dataset\Train\WithMask\Augmented_429_6522285.png,1
11370,Dataset\Train\WithMask\Augmented_429_7483786.png,1
11371,Dataset\Train\WithMask\Augmented_42_1192903.png,1
11372,Dataset\Train\WithMask\Augmented_42_4044168.png,1
11373,Dataset\Train\WithMask\Augmented_42_5245424.png,1
11374,Dataset\Train\WithMask\Augmented_42_614636.png,1
11375,Dataset\Train\WithMask\Augmented_42_6250852.png,1
11376,Dataset\Train\WithMask\Augmented_42_6872867.png,1
11377,Dataset\Train\WithMask\Augmented_430_2068977.png,1
11378,Dataset\Train\WithMask\Augmented_430_4600488.png,1
11379,Dataset\Train\WithMask\Augmented_430_5234246.png,1
11380,Dataset\Train\WithMask\Augmented_430_6336077.png,1
11381,Dataset\Train\WithMask\Augmented_430_9974844.png,1
11382,Dataset\Train\WithMask\Augmented_431_4624074.png,1
11383,Dataset\Train\WithMask\Augmented_431_5222898.png,1
11384,Dataset\Train\WithMask\Augmented_431_8000655.png,1
11385,Dataset\Train\WithMask\Augmented_431_8049674.png,1
11386,Dataset\Train\WithMask\Augmented_431_9168452.png,1
11387,Dataset\Train\WithMask\Augmented_431_9614192.png,1
11388,Dataset\Train\WithMask\Augmented_432_2583048.png,1
11389,Dataset\Train\WithMask\Augmented_432_3839759.png,1
11390,Dataset\Train\WithMask\Augmented_432_6931764.png,1
11391,Dataset\Train\WithMask\Augmented_432_733478.png,1
11392,Dataset\Train\WithMask\Augmented_432_8002718.png,1
11393,Dataset\Train\WithMask\Augmented_433_1205397.png,1
11394,Dataset\Train\WithMask\Augmented_433_676299.png,1
11395,Dataset\Train\WithMask\Augmented_433_7878630.png,1
11396,Dataset\Train\WithMask\Augmented_433_828744.png,1
11397,Dataset\Train\WithMask\Augmented_433_9423540.png,1
11398,Dataset\Train\WithMask\Augmented_434_4870732.png,1
11399,Dataset\Train\WithMask\Augmented_434_619700.png,1
11400,Dataset\Train\WithMask\Augmented_434_8880153.png,1
11401,Dataset\Train\WithMask\Augmented_435_2057747.png,1
11402,Dataset\Train\WithMask\Augmented_435_3098489.png,1
11403,Dataset\Train\WithMask\Augmented_435_4893968.png,1
11404,Dataset\Train\WithMask\Augmented_435_772739.png,1
11405,Dataset\Train\WithMask\Augmented_435_8282368.png,1
11406,Dataset\Train\WithMask\Augmented_436_1881371.png,1
11407,Dataset\Train\WithMask\Augmented_436_2899816.png,1
11408,Dataset\Train\WithMask\Augmented_436_3956480.png,1
11409,Dataset\Train\WithMask\Augmented_436_7036734.png,1
11410,Dataset\Train\WithMask\Augmented_436_8459358.png,1
11411,Dataset\Train\WithMask\Augmented_436_8482646.png,1
11412,Dataset\Train\WithMask\Augmented_437_1758483.png,1
11413,Dataset\Train\WithMask\Augmented_437_6579104.png,1
11414,Dataset\Train\WithMask\Augmented_437_7378056.png,1
11415,Dataset\Train\WithMask\Augmented_437_8069275.png,1
11416,Dataset\Train\WithMask\Augmented_437_8097485.png,1
11417,Dataset\Train\WithMask\Augmented_438_1217942.png,1
11418,Dataset\Train\WithMask\Augmented_438_2536921.png,1
11419,Dataset\Train\WithMask\Augmented_438_8514731.png,1
11420,Dataset\Train\WithMask\Augmented_438_9149969.png,1
11421,Dataset\Train\WithMask\Augmented_439_1551032.png,1
11422,Dataset\Train\WithMask\Augmented_439_4892435.png,1
11423,Dataset\Train\WithMask\Augmented_439_4913850.png,1
11424,Dataset\Train\WithMask\Augmented_439_6096428.png,1
11425,Dataset\Train\WithMask\Augmented_439_7814291.png,1
11426,Dataset\Train\WithMask\Augmented_43_133493.png,1
11427,Dataset\Train\WithMask\Augmented_43_1937196.png,1
11428,Dataset\Train\WithMask\Augmented_43_3957359.png,1
11429,Dataset\Train\WithMask\Augmented_43_4128771.png,1
11430,Dataset\Train\WithMask\Augmented_440_9221352.png,1
11431,Dataset\Train\WithMask\Augmented_440_989292.png,1
11432,Dataset\Train\WithMask\Augmented_441_1658035.png,1
11433,Dataset\Train\WithMask\Augmented_441_3425987.png,1
11434,Dataset\Train\WithMask\Augmented_441_3888509.png,1
11435,Dataset\Train\WithMask\Augmented_441_9861689.png,1
11436,Dataset\Train\WithMask\Augmented_442_4171845.png,1
11437,Dataset\Train\WithMask\Augmented_442_4936878.png,1
11438,Dataset\Train\WithMask\Augmented_442_5858152.png,1
11439,Dataset\Train\WithMask\Augmented_443_5023275.png,1
11440,Dataset\Train\WithMask\Augmented_443_5599465.png,1
11441,Dataset\Train\WithMask\Augmented_443_9035530.png,1
11442,Dataset\Train\WithMask\Augmented_444_1841179.png,1
11443,Dataset\Train\WithMask\Augmented_444_213554.png,1
11444,Dataset\Train\WithMask\Augmented_444_422507.png,1
11445,Dataset\Train\WithMask\Augmented_444_8673026.png,1
11446,Dataset\Train\WithMask\Augmented_444_9590272.png,1
11447,Dataset\Train\WithMask\Augmented_445_2737504.png,1
11448,Dataset\Train\WithMask\Augmented_445_7171083.png,1
11449,Dataset\Train\WithMask\Augmented_446_3559957.png,1
11450,Dataset\Train\WithMask\Augmented_446_6193573.png,1
11451,Dataset\Train\WithMask\Augmented_446_7176303.png,1
11452,Dataset\Train\WithMask\Augmented_446_7602367.png,1
11453,Dataset\Train\WithMask\Augmented_446_9866291.png,1
11454,Dataset\Train\WithMask\Augmented_447_2254022.png,1
11455,Dataset\Train\WithMask\Augmented_447_6057545.png,1
11456,Dataset\Train\WithMask\Augmented_447_8786022.png,1
11457,Dataset\Train\WithMask\Augmented_448_5765262.png,1
11458,Dataset\Train\WithMask\Augmented_448_586641.png,1
11459,Dataset\Train\WithMask\Augmented_448_6392912.png,1
11460,Dataset\Train\WithMask\Augmented_448_6415510.png,1
11461,Dataset\Train\WithMask\Augmented_448_7011024.png,1
11462,Dataset\Train\WithMask\Augmented_449_3974453.png,1
11463,Dataset\Train\WithMask\Augmented_449_4947755.png,1
11464,Dataset\Train\WithMask\Augmented_449_5266277.png,1
11465,Dataset\Train\WithMask\Augmented_449_7283267.png,1
11466,Dataset\Train\WithMask\Augmented_449_8087745.png,1
11467,Dataset\Train\WithMask\Augmented_44_1294119.png,1
11468,Dataset\Train\WithMask\Augmented_44_3186869.png,1
11469,Dataset\Train\WithMask\Augmented_44_4064920.png,1
11470,Dataset\Train\WithMask\Augmented_44_5225921.png,1
11471,Dataset\Train\WithMask\Augmented_44_7385802.png,1
11472,Dataset\Train\WithMask\Augmented_44_7669026.png,1
11473,Dataset\Train\WithMask\Augmented_450_1174415.png,1
11474,Dataset\Train\WithMask\Augmented_450_2416490.png,1
11475,Dataset\Train\WithMask\Augmented_450_537259.png,1
11476,Dataset\Train\WithMask\Augmented_450_5512629.png,1
11477,Dataset\Train\WithMask\Augmented_451_3175166.png,1
11478,Dataset\Train\WithMask\Augmented_451_7456430.png,1
11479,Dataset\Train\WithMask\Augmented_451_7608412.png,1
11480,Dataset\Train\WithMask\Augmented_451_7976486.png,1
11481,Dataset\Train\WithMask\Augmented_452_3263228.png,1
11482,Dataset\Train\WithMask\Augmented_452_3508194.png,1
11483,Dataset\Train\WithMask\Augmented_452_8677571.png,1
11484,Dataset\Train\WithMask\Augmented_452_8747712.png,1
11485,Dataset\Train\WithMask\Augmented_453_316987.png,1
11486,Dataset\Train\WithMask\Augmented_453_4368099.png,1
11487,Dataset\Train\WithMask\Augmented_453_5719089.png,1
11488,Dataset\Train\WithMask\Augmented_453_7395944.png,1
11489,Dataset\Train\WithMask\Augmented_453_9815534.png,1
11490,Dataset\Train\WithMask\Augmented_454_4178194.png,1
11491,Dataset\Train\WithMask\Augmented_454_5243441.png,1
11492,Dataset\Train\WithMask\Augmented_454_9440152.png,1
11493,Dataset\Train\WithMask\Augmented_454_999127.png,1
11494,Dataset\Train\WithMask\Augmented_455_1201594.png,1
11495,Dataset\Train\WithMask\Augmented_455_1242036.png,1
11496,Dataset\Train\WithMask\Augmented_455_168160.png,1
11497,Dataset\Train\WithMask\Augmented_455_3504585.png,1
11498,Dataset\Train\WithMask\Augmented_455_3784549.png,1
11499,Dataset\Train\WithMask\Augmented_455_8427630.png,1
11500,Dataset\Train\WithMask\Augmented_456_2652875.png,1
11501,Dataset\Train\WithMask\Augmented_456_3645504.png,1
11502,Dataset\Train\WithMask\Augmented_456_4347786.png,1
11503,Dataset\Train\WithMask\Augmented_456_6020687.png,1
11504,Dataset\Train\WithMask\Augmented_456_7607991.png,1
11505,Dataset\Train\WithMask\Augmented_457_2222725.png,1
11506,Dataset\Train\WithMask\Augmented_457_4897432.png,1
11507,Dataset\Train\WithMask\Augmented_457_7100570.png,1
11508,Dataset\Train\WithMask\Augmented_457_910561.png,1
11509,Dataset\Train\WithMask\Augmented_457_9829545.png,1
11510,Dataset\Train\WithMask\Augmented_458_4403676.png,1
11511,Dataset\Train\WithMask\Augmented_458_4764221.png,1
11512,Dataset\Train\WithMask\Augmented_458_6320554.png,1
11513,Dataset\Train\WithMask\Augmented_458_9248194.png,1
11514,Dataset\Train\WithMask\Augmented_458_9835369.png,1
11515,Dataset\Train\WithMask\Augmented_459_2601495.png,1
11516,Dataset\Train\WithMask\Augmented_459_2678246.png,1
